Employee_ID,Month,Department,Experience_Years,Base_Salary_INR,Attendance_Percent,Working_Days,Leave_Days,OT_Hours,Bonus_INR,Deductions_INR,Previous_Payroll_INR,Payroll_Cost_INR,Absenteeism_Risk,Anomaly
2245,Apr,Sales,1,47003,82,21,4,1,5172,2731,32579,49632,High,1
2246,Mar,HR,4,27007,88,25,3,28,1093,1208,49632,33304,Medium,0
2247,Nov,Sales,6,43348,80,24,5,34,5495,1388,33304,55466,High,1
2248,Dec,IT,14,35687,98,21,1,6,3798,2348,55466,38059,Low,0
2249,Jul,Sales,15,44611,89,26,3,24,1591,732,38059,51964,Medium,0
2250,Jan,IT,1,28716,95,22,2,24,6733,1787,51964,39500,Low,0
2251,Jun,Finance,3,23115,88,20,3,33,5552,1435,39500,34694,Medium,0
2252,Apr,Operations,4,44689,90,22,3,7,469,2914,34694,44088,Low,0
2253,Jun,HR,1,23689,80,23,5,40,5300,1190,44088,37906,High,1
2254,Feb,IT,14,20424,93,21,2,36,3995,1618,37906,32367,Low,1
2255,May,IT,13,35368,84,23,4,25,1902,1324,32367,41412,High,0
2256,Jun,Finance,15,41303,92,21,2,28,4109,2149,41412,49655,Low,0
2257,Feb,IT,1,26244,89,21,3,26,5370,383,49655,38058,Medium,0
2258,Nov,Operations,11,39261,86,21,3,14,4840,1092,38058,46536,Medium,0
2259,May,IT,1,42059,90,24,3,38,4957,2323,46536,54634,Low,1
2260,Jul,IT,0,20262,86,20,3,26,3390,795,54634,29168,Medium,0
2261,Apr,Finance,5,36693,86,20,3,8,7364,2296,29168,43209,Medium,0
2262,Aug,Finance,1,41912,100,22,0,33,1241,2354,43209,49694,Low,0
2263,Nov,Sales,6,27590,91,20,2,22,1702,2255,49694,32597,Low,0
2264,Nov,Sales,6,45218,87,22,3,38,7777,2655,32597,59554,Medium,1
2265,Feb,Sales,2,26442,96,26,2,3,304,1828,59554,25974,Low,0
2266,Apr,IT,5,42847,91,20,2,22,860,1365,25974,47939,Low,0
2267,Jun,Sales,2,23706,100,21,0,31,876,2505,47939,29112,Low,0
2268,Jun,Operations,0,43370,97,23,1,3,6983,1020,29112,50175,Low,0
2269,Jul,Finance,1,40077,95,25,2,5,5184,2107,50175,44748,Low,0
2270,Feb,Sales,6,42927,84,24,4,10,3322,622,44748,48161,High,0
2271,Apr,Operations,15,19675,97,20,1,15,6000,108,48161,29983,Low,0
2272,Apr,HR,14,29625,98,21,1,24,5771,1678,29983,40063,Low,0
2273,Feb,Sales,11,23519,84,21,4,14,2980,1396,40063,28691,High,0
2274,Nov,HR,7,27096,90,21,3,13,3044,1300,28691,31391,Low,0
2275,Apr,Operations,11,18377,99,20,1,23,7107,2227,31391,28929,Low,0
2276,Sep,Finance,5,18182,87,21,3,29,6493,985,28929,31563,Medium,0
2277,Jun,Sales,5,26754,87,20,3,35,2864,2317,31563,36229,Medium,0
2278,Sep,IT,8,48937,97,21,1,0,7424,2942,36229,53816,Low,0
2279,Mar,HR,13,39764,98,25,1,19,6331,1347,53816,50238,Low,0
2280,Oct,Finance,2,34631,100,24,0,3,7323,1941,50238,40325,Low,0
2281,Jan,Operations,11,48334,81,23,5,12,1355,677,40325,51566,High,1
2282,Mar,Operations,10,28757,95,20,1,22,4039,755,51566,36819,Low,0
2283,Sep,Finance,10,37972,99,26,1,29,276,2543,36819,42501,Low,0
2284,Dec,Finance,9,43765,85,22,4,14,3837,1884,42501,49828,Medium,0
2285,Jul,Operations,0,32938,94,23,2,10,2320,2344,49828,35149,Low,0
2286,May,IT,10,31983,85,21,4,28,6126,264,35149,44099,Medium,0
2287,May,Finance,15,25146,89,23,3,35,1144,2407,44099,32291,Medium,0
2288,Feb,IT,1,42541,88,22,3,1,5066,1039,32291,47052,Medium,0
2289,Oct,Operations,10,23825,97,26,1,36,6737,74,47052,39908,Low,1
2290,May,HR,13,48179,82,25,5,30,79,1925,39908,53916,High,1
2291,Apr,Sales,13,49186,95,26,2,27,2488,953,53916,57570,Low,0
2292,Aug,HR,1,20437,99,26,1,0,94,271,57570,20506,Low,0
2293,May,Operations,0,35197,89,23,3,11,5562,351,20506,43718,Medium,0
2294,Aug,Operations,5,41027,84,26,5,19,2679,1635,43718,46486,High,0
2295,Mar,Finance,11,47250,80,20,4,29,3878,615,46486,57018,High,1
2296,Jan,Finance,8,37887,92,22,2,37,5768,2377,57018,50706,Low,1
2297,Dec,Sales,3,46752,87,21,3,32,7097,2722,50706,59337,Medium,0
2298,Sep,HR,3,18775,85,20,3,29,6455,2131,59337,30807,Medium,0
2299,Nov,IT,0,45790,91,23,3,10,579,2023,30807,47242,Low,0
2300,May,Finance,15,43111,86,25,4,37,2256,944,47242,53728,Medium,1
2301,Dec,Finance,2,30588,83,22,4,32,1107,1216,53728,38776,High,0
2302,Dec,Finance,15,48255,99,22,1,26,3203,183,38776,58529,Low,0
2303,Dec,Operations,13,26763,83,26,5,34,4853,1177,58529,38824,High,0
2304,Jul,Sales,4,42241,81,23,5,4,6237,2408,38824,46919,High,1
2305,Jun,Finance,10,23956,96,26,2,8,4363,1061,46919,29549,Low,0
2306,Nov,HR,10,46854,85,20,3,17,2860,1623,29549,52391,Medium,0
2307,Mar,Sales,9,44113,90,20,2,40,5767,1678,52391,58542,Low,1
2308,Mar,Finance,12,49903,92,23,2,23,5607,292,58542,61732,Low,0
2309,Dec,Operations,11,46498,88,24,3,4,7159,976,61732,53604,Medium,0
2310,May,Operations,6,38902,91,26,3,38,5210,1927,53604,52296,Low,1
2311,May,Sales,6,39801,99,25,1,1,2462,495,52296,41503,Low,0
2312,Jan,Finance,15,26571,82,24,5,20,1582,1581,41503,31784,High,1
2313,Apr,Sales,2,46592,96,23,1,23,6497,2769,31784,55578,Low,0
2314,Oct,Sales,1,25484,89,22,3,27,6822,583,55578,38681,Medium,0
2315,Nov,Operations,8,37092,82,22,4,35,1646,948,38681,47021,High,1
2316,Sep,Sales,10,35508,89,22,3,33,4203,645,47021,47020,Medium,0
2317,Aug,Finance,12,25671,91,20,2,2,6333,1538,47020,30786,Low,0
2318,May,HR,12,30469,82,22,4,36,7723,2790,30786,44693,High,1
2319,Nov,Finance,3,45153,89,21,3,29,2341,2674,44693,51899,Medium,0
2320,Jul,IT,7,47965,96,22,1,6,4752,1313,51899,52844,Low,0
2321,Oct,HR,6,44224,82,26,5,33,3924,592,52844,56092,High,1
2322,May,HR,9,24964,81,23,5,13,2514,1388,56092,28841,High,1
2323,Nov,Finance,11,27765,98,22,1,20,7248,2540,28841,37007,Low,0
2324,Jan,Finance,11,31115,98,23,1,31,5741,888,37007,43234,Low,0
2325,Aug,Operations,5,24955,82,22,4,23,5327,1996,43234,34178,High,1
2326,Aug,IT,4,31100,86,26,4,2,4889,360,34178,35399,Medium,0
2327,Nov,Finance,11,37069,90,20,2,33,209,830,35399,44854,Low,0
2328,Oct,HR,3,20132,89,23,3,7,4297,756,44854,25946,Medium,0
2329,Sep,Finance,10,30795,94,24,2,36,2567,894,25946,41152,Low,1
2330,May,IT,12,41279,96,25,1,33,5527,419,41152,54365,Low,0
2331,Mar,Finance,2,37012,90,25,3,32,4023,1677,54365,48033,Low,0
2332,May,IT,5,31574,89,20,3,28,2304,517,48033,39690,Medium,0
2333,Apr,Finance,15,42515,90,25,3,21,794,2790,39690,45236,Low,0
2334,Apr,Finance,11,39006,88,21,3,3,316,2982,45236,36747,Medium,0
2335,Dec,IT,1,42040,88,23,3,0,5774,1756,36747,46465,Medium,0
2336,Sep,IT,7,38920,85,20,3,13,5431,1379,46465,45555,Medium,0
2337,Aug,Operations,7,22426,97,20,1,19,5160,419,45555,32430,Low,0
2338,Jun,Operations,8,44399,99,22,1,14,7570,2129,32430,53313,Low,0
2339,Mar,Finance,2,37833,85,26,4,1,4171,1397,53313,41642,Medium,0
2340,Aug,Operations,9,19423,95,24,2,23,3019,648,41642,26817,Low,0
2341,Apr,IT,7,34651,84,23,4,7,7207,2499,26817,41427,High,0
2342,Jun,Operations,15,31152,87,23,3,2,4541,1244,41427,34932,Medium,0
2343,Apr,Operations,3,25031,90,21,3,11,3982,734,34932,30569,Low,0
2344,Aug,IT,3,42056,81,24,5,28,2361,749,30569,50858,High,1
2345,Aug,HR,10,35840,96,20,1,6,5647,166,50858,42607,Low,0
2346,Aug,IT,11,29796,89,25,3,18,2121,2976,42607,33001,Medium,0
2347,Sep,Operations,12,26535,80,20,4,24,2983,1422,33001,34176,High,1
2348,Aug,IT,1,19594,96,23,1,25,1036,2214,34176,24025,Low,0
2349,Sep,Operations,12,41501,93,26,2,2,5355,704,24025,47373,Low,0
2350,Jun,Finance,2,40701,92,21,2,14,2384,2078,47373,43730,Low,0
2351,Apr,HR,0,23554,82,26,5,17,5528,2091,43730,31350,High,1
2352,Jan,HR,0,29227,86,25,4,22,3177,1703,31350,35598,Medium,0
2353,May,Operations,7,23701,81,23,5,28,3856,324,35598,34926,High,1
2354,Jan,Finance,9,20910,80,26,6,19,3144,1025,34926,28246,High,1
2355,May,HR,13,33653,82,25,5,28,5547,2687,28246,43822,High,1
2356,Jun,Sales,15,25918,81,26,5,26,4784,40,43822,37770,High,1
2357,Aug,Sales,8,19768,88,22,3,1,6167,989,37770,25537,Medium,0
2358,May,IT,2,19566,85,26,4,8,2714,403,25537,24210,Medium,0
2359,Apr,HR,11,18925,94,20,2,36,4224,2848,24210,29464,Low,1
2360,Feb,IT,10,18997,83,20,4,1,5919,1689,29464,23350,High,0
2361,Nov,IT,15,47365,96,25,1,30,3318,1615,23350,56973,Low,0
2362,Jan,Sales,9,32471,80,24,5,1,1016,2224,56973,32006,High,1
2363,Aug,Finance,5,21072,84,26,5,12,7215,2246,32006,29390,High,0
2364,Mar,Operations,6,36631,93,23,2,31,997,300,29390,44884,Low,0
2365,Oct,IT,1,47486,83,21,4,3,1511,916,44884,48380,High,0
2366,Apr,HR,6,30878,87,26,4,37,2593,2953,48380,39453,Medium,1
2367,Aug,Operations,4,24275,87,25,4,11,4517,1623,39453,29468,Medium,0
2368,Feb,HR,8,25291,82,21,4,4,7132,2614,29468,31041,High,1
2369,Sep,Finance,5,28443,92,25,2,14,7271,812,31041,38053,Low,0
2370,Dec,Finance,6,40689,81,22,5,29,4136,929,38053,51920,High,1
2371,Oct,HR,7,35239,96,25,1,29,3452,1703,51920,44496,Low,0
2372,Mar,HR,0,24944,91,23,3,4,3673,1238,44496,28781,Low,0
2373,Feb,Operations,8,31015,91,22,2,34,2867,347,28781,41777,Low,0
2374,Jan,HR,2,46648,91,24,3,15,2826,861,41777,52170,Low,0
2375,Apr,Finance,7,36291,84,21,4,19,1962,1715,52170,41631,High,0
2376,Oct,IT,3,48970,83,25,5,33,4090,323,41631,60342,High,0
2377,Feb,HR,13,38418,97,25,1,20,7778,1710,60342,50055,Low,0
2378,Jan,HR,1,35869,90,24,3,17,7933,2139,50055,46530,Low,0
2379,Jun,HR,12,33049,90,21,3,17,5086,2729,46530,39464,Low,0
2380,May,Operations,9,39421,89,26,3,13,6335,872,39464,48917,Medium,0
2381,Jan,HR,8,18152,92,23,2,7,2385,351,48917,22614,Low,0
2382,Aug,Sales,13,31427,80,22,5,18,1972,454,22614,38032,High,1
2383,May,IT,7,31770,84,21,4,10,7586,1427,38032,39921,High,0
2384,Aug,HR,0,36208,96,24,1,27,423,895,39921,41775,Low,0
2385,Jul,IT,12,32099,97,26,1,20,1903,1424,41775,37293,Low,0
2386,Feb,IT,0,21277,92,25,2,35,6051,779,37293,36074,Low,0
2387,Mar,Operations,14,33909,83,21,4,6,6872,1744,36074,40982,High,0
2388,Jul,HR,11,35637,91,25,3,11,1262,1696,40982,37908,Low,0
2389,Sep,IT,0,19034,87,23,3,5,5446,2017,37908,24235,Medium,0
2390,Nov,IT,0,41777,88,21,3,15,131,856,24235,44400,Medium,0
2391,Apr,IT,12,46038,90,23,3,20,3793,1284,44400,53140,Low,0
2392,Jul,IT,3,26720,85,21,4,37,3341,1094,53140,37757,Medium,1
2393,Mar,Finance,0,42045,87,26,4,17,968,2777,37757,44095,Medium,0
2394,Apr,Operations,15,35238,89,25,3,34,86,2972,44095,41260,Medium,0
2395,May,HR,14,45064,83,25,5,17,6456,2808,41260,53471,High,0
2396,Aug,Operations,11,43970,84,23,4,15,5377,2514,53471,50736,High,0
2397,Aug,Sales,11,46560,80,26,6,40,563,2609,50736,54845,High,1
2398,Jul,Operations,13,19509,95,22,2,32,57,2841,54845,25371,Low,0
2399,Apr,Operations,5,35877,82,22,4,3,5621,2721,25371,40085,High,1
2400,Nov,Sales,6,44984,99,23,1,19,73,2030,40085,47240,Low,0
2401,Jan,IT,13,49676,90,23,3,7,7683,1891,47240,56958,Low,0
2402,Sep,IT,7,36858,85,20,3,25,7325,2063,56958,48947,Medium,0
2403,Aug,IT,10,29338,92,20,2,11,5984,1428,48947,36660,Low,0
2404,Dec,Operations,4,31129,87,23,3,4,2165,2432,36660,31934,Medium,0
2405,Dec,IT,7,23408,86,23,4,40,2177,2391,31934,33273,Medium,1
2406,Apr,Sales,11,18333,91,23,3,31,4086,1841,33273,27721,Low,0
2407,Jan,Operations,11,26603,100,23,0,28,4593,1305,27721,36432,Low,0
2408,Aug,IT,4,19334,90,26,3,16,2514,1135,36432,24644,Low,0
2409,Apr,Finance,6,30020,88,25,3,6,1914,1546,24644,31843,Medium,0
2410,Feb,IT,9,28474,92,25,2,19,4114,1162,31843,36839,Low,0
2411,Feb,Operations,7,22964,85,21,4,36,7541,2600,36839,36328,Medium,1
2412,Feb,Finance,10,27326,80,24,5,28,2948,2145,36328,34419,High,1
2413,May,Operations,6,43035,99,26,1,7,4237,942,34419,47469,Low,0
2414,Feb,IT,5,29326,88,20,3,11,4271,2094,47469,34409,Medium,0
2415,Apr,Finance,11,29812,84,21,4,11,1838,2870,34409,31709,High,0
2416,Jun,HR,7,30769,89,25,3,16,2623,2815,31709,34229,Medium,0
2417,Sep,Operations,13,38332,82,24,5,25,3621,1485,34229,46025,High,1
2418,Mar,Finance,4,39685,85,22,4,4,3121,2246,46025,40858,Medium,0
2419,Nov,IT,10,26572,84,26,5,39,6124,2138,40858,39626,High,1
2420,Mar,HR,6,23111,82,21,4,7,1327,2570,39626,23167,High,1
2421,Jul,Finance,9,24394,88,23,3,32,2570,1661,23167,33036,Medium,0
2422,Apr,HR,12,37293,93,23,2,12,7923,1974,33036,46155,Low,0
2423,Aug,IT,14,23296,88,26,4,19,6239,1855,46155,32476,Medium,0
2424,Jun,Sales,9,37953,83,24,5,25,4696,1672,32476,47055,High,0
2425,Jan,HR,10,38124,92,25,2,10,6610,288,47055,46429,Low,0
2426,Jan,IT,6,19226,95,21,2,15,4086,1540,46429,25065,Low,0
2427,Nov,IT,4,20405,96,21,1,27,6234,801,25065,32974,Low,0
2428,Apr,HR,8,39374,80,23,5,22,2333,1217,32974,45304,High,1
2429,Sep,Sales,9,41294,96,24,1,35,174,1604,45304,47836,Low,0
2430,Apr,Operations,15,29086,84,24,4,4,1715,1155,47836,30217,High,0
2431,Mar,Sales,6,49725,89,25,3,15,611,2479,30217,52242,Medium,0
2432,Dec,Finance,8,38675,88,23,3,25,4073,1258,52242,47687,Medium,0
2433,Oct,Operations,1,27150,81,23,5,3,2365,2550,47687,27633,High,1
2434,Aug,Finance,8,21034,91,26,3,25,3370,2655,27633,27937,Low,0
2435,May,IT,4,25063,87,22,3,13,4420,1739,27937,31552,Medium,0
2436,May,Operations,6,24338,96,21,1,34,3581,1155,31552,35527,Low,0
2437,Apr,Sales,4,22468,87,25,4,1,6342,2390,35527,25960,Medium,0
2438,Dec,Finance,1,41403,96,24,1,6,2952,1043,25960,45421,Low,0
2439,May,Operations,8,21650,98,23,1,33,5627,1534,45421,33284,Low,0
2440,Apr,Operations,1,28921,99,24,1,2,7063,2455,33284,34582,Low,0
2441,Nov,Finance,7,37203,97,20,1,24,2019,1875,34582,43841,Low,0
2442,Feb,IT,2,26242,86,21,3,22,2324,54,43841,34102,Medium,0
2443,Apr,Finance,9,20055,96,26,2,30,5208,1647,34102,30888,Low,0
2444,May,Operations,0,23208,94,22,2,40,7662,450,30888,39985,Low,1
2445,Jun,Sales,6,44644,83,22,4,19,4029,49,39985,52885,High,0
2446,Mar,IT,6,40290,90,23,3,13,6896,154,52885,50741,Low,0
2447,Oct,IT,7,38327,81,26,5,33,7250,2845,50741,50662,High,1
2448,Jun,Finance,4,24177,87,24,4,23,2249,191,50662,31921,Medium,0
2449,May,Sales,14,43177,90,26,3,22,3655,1718,31921,50354,Low,0
2450,Oct,HR,9,45662,97,22,1,18,2523,591,50354,51651,Low,0
2451,Mar,Finance,0,32958,100,26,0,10,4337,923,51651,39334,Low,0
2452,Jul,HR,12,32815,83,21,4,6,5203,1802,39334,38256,High,0
2453,Nov,Sales,10,48714,100,22,0,31,6444,1262,38256,61466,Low,0
2454,May,HR,13,31260,91,20,2,11,1858,2126,61466,33592,Low,0
2455,Dec,Finance,6,28962,82,23,5,30,2946,2801,33592,37025,High,1
2456,Feb,Sales,13,40047,95,24,2,15,3198,2889,37025,44452,Low,0
2457,May,IT,5,41158,95,22,2,32,7388,311,44452,55547,Low,0
2458,Mar,Sales,0,19553,92,20,2,15,1466,2002,55547,23536,Low,0
2459,Mar,HR,10,24957,81,22,5,10,2859,2819,23536,28092,High,1
2460,Feb,IT,15,29939,92,25,2,9,1621,1730,28092,31885,Low,0
2461,Jan,HR,10,28810,98,24,1,35,7946,1995,31885,43621,Low,0
2462,Jun,IT,15,30064,90,23,3,27,1148,2613,43621,35471,Low,0
2463,Dec,HR,12,47115,99,20,1,21,5893,747,35471,57766,Low,0
2464,Aug,Finance,11,35037,85,24,4,24,2819,426,57766,43121,Medium,0
2465,Nov,Operations,8,32779,83,23,4,7,4944,936,43121,38495,High,0
2466,Nov,Finance,0,45363,97,23,1,20,216,1744,38495,48246,Low,0
2467,Jan,Finance,15,23881,98,24,1,29,3776,2565,48246,32503,Low,0
2468,Jun,Operations,5,23870,97,23,1,8,2517,1001,32503,27853,Low,0
2469,Nov,HR,14,31383,85,25,4,0,7248,2019,27853,37114,Medium,0
2470,Dec,IT,15,18294,81,24,5,27,5305,646,37114,30249,High,1
2471,Jul,HR,15,23687,98,24,1,20,7870,2416,30249,33724,Low,0
2472,Oct,Sales,14,18034,93,24,2,35,7580,11,33724,34615,Low,0
2473,Jan,Finance,0,35596,90,26,3,24,6200,245,34615,47283,Low,0
2474,Oct,HR,15,40196,83,25,5,28,4824,378,47283,51248,High,0
2475,Dec,IT,7,24663,90,24,3,3,5728,456,51248,31126,Low,0
2476,Nov,Finance,3,21450,100,25,0,17,3283,649,31126,28988,Low,0
2477,May,HR,0,49641,90,20,2,40,3907,1596,28988,62343,Low,1
2478,Jan,Finance,2,35559,86,25,4,34,367,328,62343,44189,Medium,0
2479,Dec,Sales,5,42911,95,23,2,18,7399,82,44189,55239,Low,0
2480,May,Sales,15,18088,97,24,1,34,6788,1175,55239,31777,Low,0
2481,Apr,Finance,9,39111,87,22,3,25,1382,2950,31777,43415,Medium,0
2482,May,Sales,4,49976,81,24,5,25,3014,2279,43415,56614,High,1
2483,Nov,IT,0,25386,83,21,4,30,4994,1866,56614,36173,High,0
2484,Feb,IT,13,48511,96,23,1,40,532,307,36173,58682,Low,1
2485,Nov,Sales,4,40728,80,20,4,32,3944,968,58682,52037,High,1
2486,Sep,HR,12,35570,85,23,4,5,7210,1175,52037,43021,Medium,0
2487,Sep,Finance,6,18874,92,20,2,40,2990,129,43021,31671,Low,1
2488,Sep,Finance,4,27324,99,21,1,21,1462,1687,31671,32812,Low,0
2489,Oct,IT,6,22985,93,21,2,37,602,1401,32812,31193,Low,1
2490,Dec,Operations,2,40079,97,26,1,15,2220,1561,31193,44590,Low,0
2491,Aug,IT,13,23302,91,22,2,40,6840,378,44590,40070,Low,1
2492,Mar,Operations,10,43521,81,25,5,2,2620,2272,40070,43714,High,1
2493,Jun,Sales,2,22576,91,20,2,35,2674,1778,43714,31748,Low,0
2494,Jan,IT,8,34640,100,24,0,6,5711,24,31748,41931,Low,0
2495,Oct,IT,0,47049,96,20,1,24,6998,2167,41931,57381,Low,0
2496,Apr,HR,7,44884,90,21,3,38,3523,1437,57381,55755,Low,1
2497,May,HR,11,31512,99,20,1,23,5145,1373,55755,40243,Low,0
2498,Jun,Operations,12,36654,90,23,3,15,6536,8,40243,47318,Low,0
2499,Sep,Finance,9,49870,86,25,4,16,5275,1581,47318,57884,Medium,0
2500,Dec,Operations,4,47986,96,21,1,31,6359,2189,57884,59438,Low,0
2501,Jan,IT,15,31384,86,20,3,37,1688,1796,59438,40029,Medium,1
2502,Nov,Operations,2,23944,93,20,2,27,6258,1363,40029,35019,Low,0
2503,Dec,IT,14,28857,95,22,2,25,4574,2163,35019,38189,Low,0
2504,Oct,Operations,15,31930,99,20,1,37,5579,1444,38189,45279,Low,1
2505,Dec,Sales,11,40520,95,21,2,12,3651,2468,45279,45467,Low,0
2506,Nov,Sales,3,41347,86,21,3,39,1285,2192,45467,49951,Medium,1
2507,May,Operations,4,26943,100,24,0,31,7306,2450,49951,39487,Low,0
2508,Sep,IT,6,43235,91,20,2,36,203,1071,39487,51589,Low,1
2509,Dec,Sales,9,40555,96,24,1,33,7988,2561,51589,54705,Low,0
2510,Nov,IT,12,34864,83,20,4,19,2127,2770,54705,38226,High,0
2511,Oct,Sales,6,30402,100,23,0,33,1753,2646,38226,38475,Low,0
2512,Nov,Finance,10,21721,81,25,5,16,817,1603,38475,25078,High,1
2513,Aug,Operations,14,42221,82,24,5,9,5225,1410,25078,48933,High,1
2514,Jan,IT,2,29669,93,26,2,5,4817,1086,48933,34375,Low,0
2515,Dec,IT,7,22470,91,23,3,35,3856,1576,34375,32746,Low,0
2516,Jan,IT,1,23404,95,26,2,5,3440,642,32746,28182,Low,0
2517,Feb,Finance,3,33082,98,23,1,32,5375,1925,28182,44988,Low,0
2518,Jun,Sales,4,20240,93,24,2,14,7713,2071,44988,29723,Low,0
2519,Apr,HR,14,27320,81,25,5,21,3278,495,29723,34689,High,1
2520,Feb,IT,4,46099,94,22,2,10,3221,2362,34689,49189,Low,0
2521,Jan,Sales,5,31127,91,26,3,37,36,2344,49189,38683,Low,1
2522,Aug,Sales,9,45572,87,26,4,29,5726,1682,38683,57278,Medium,0
2523,Jun,HR,5,49028,80,26,6,1,1405,596,57278,49686,High,1
2524,Apr,Sales,2,19031,90,24,3,34,7328,1519,49686,33277,Low,0
2525,Dec,HR,8,30140,100,23,0,34,3342,2405,33277,38949,Low,0
2526,Jan,IT,7,39496,89,26,3,33,7409,1273,38949,53850,Medium,0
2527,Aug,IT,11,21379,91,23,3,36,7002,2561,53850,34151,Low,1
2528,Dec,Operations,3,20950,91,20,2,40,1993,2918,34151,30716,Low,1
2529,Dec,IT,8,29302,98,22,1,27,2731,2759,30716,35677,Low,0
2530,Aug,Finance,1,20225,88,22,3,14,344,2102,35677,22580,Medium,0
2531,Nov,IT,15,47702,89,23,3,25,5755,1623,22580,58215,Medium,0
2532,Oct,HR,0,45910,89,24,3,6,927,1445,58215,46154,Medium,0
2533,Sep,HR,1,43302,95,22,2,32,4626,2438,46154,53864,Low,0
2534,Aug,Operations,6,19112,94,23,2,39,1658,2503,53864,27660,Low,1
2535,Feb,IT,1,48148,97,21,1,11,277,1260,27660,50338,Low,0
2536,Feb,Operations,15,20727,89,24,3,36,1560,673,50338,30749,Medium,1
2537,Aug,Operations,15,38796,88,25,3,12,3701,1906,30749,43121,Medium,0
2538,Mar,IT,14,30893,86,21,3,33,3115,1140,43121,40567,Medium,0
2539,Mar,HR,5,35015,99,25,1,4,5557,1830,40567,39474,Low,0
2540,May,HR,5,44029,97,20,1,30,5250,1677,39474,54935,Low,0
2541,May,Finance,4,24946,95,26,2,8,961,526,54935,28048,Low,0
2542,Dec,HR,4,31068,89,22,3,15,5304,1041,28048,39503,Medium,0
2543,Jan,HR,0,39245,84,25,4,18,5899,534,39503,48339,High,0
2544,Oct,Finance,12,49729,93,21,2,28,2994,2437,48339,57454,Low,0
2545,Oct,IT,0,26199,90,26,3,29,623,1838,57454,32208,Low,0
2546,Feb,IT,13,25826,95,21,2,33,3879,854,32208,36471,Low,0
2547,Feb,HR,13,24075,93,22,2,36,5560,2737,36471,35977,Low,1
2548,Mar,Sales,9,37178,92,22,2,9,1939,2682,35977,38476,Low,0
2549,Jul,Operations,9,36901,98,21,1,29,3675,2077,38476,45531,Low,0
2550,Apr,Sales,8,44668,87,24,4,4,7177,1526,45531,50844,Medium,0
2551,Mar,Sales,8,43259,94,23,2,17,7829,2453,50844,52791,Low,0
2552,Apr,Finance,2,37647,91,20,2,24,4283,497,52791,47857,Low,0
2553,May,HR,13,30296,97,26,1,20,2096,1771,47857,35463,Low,0
2554,Aug,Operations,5,33299,84,22,4,25,3331,1788,35463,40875,High,0
2555,Mar,HR,9,39932,86,22,4,0,7484,1881,40875,46129,Medium,0
2556,Aug,Operations,5,20300,80,26,6,40,7152,266,46129,37797,High,1
2557,May,HR,3,32070,82,20,4,11,944,832,37797,34358,High,1
2558,Apr,HR,5,36699,91,22,2,7,5733,2494,34358,41773,Low,0
2559,May,HR,4,24301,92,20,2,5,2941,1156,41773,27668,Low,0
2560,Dec,Sales,13,34349,89,22,3,5,4727,1651,27668,38199,Medium,0
2561,Jul,HR,9,34086,85,26,4,5,1141,1892,38199,34521,Medium,0
2562,Jul,HR,1,19659,89,26,3,36,2709,2050,34521,29983,Medium,1
2563,Nov,IT,7,43368,89,26,3,22,2295,589,29983,50002,Medium,0
2564,May,IT,12,45388,89,26,3,30,5969,1952,50002,57218,Medium,0
2565,Mar,IT,3,48280,90,26,3,36,4152,2557,57218,59648,Low,1
2566,Mar,Finance,14,22540,85,24,4,24,6131,1382,59648,32765,Medium,0
2567,Mar,Operations,2,37999,86,21,3,33,4631,1836,32765,48996,Medium,0
2568,Oct,Operations,15,29519,97,22,1,7,4494,217,48996,35577,Low,0
2569,Jun,Sales,9,19106,87,25,4,13,6845,2893,35577,25519,Medium,0
2570,Dec,HR,6,39964,92,21,2,2,642,97,25519,41005,Low,0
2571,Sep,HR,10,26508,81,26,5,11,5723,1415,41005,33451,High,1
2572,Jan,HR,15,18542,85,25,4,3,6524,2556,33451,23898,Medium,0
2573,Apr,IT,13,48485,81,20,4,28,868,457,23898,55882,High,1
2574,May,IT,1,46196,96,25,1,11,7666,870,55882,55254,Low,0
2575,Apr,Operations,7,21970,95,22,2,35,5849,303,55254,36403,Low,0
2576,May,Sales,12,25253,95,25,2,35,4014,2866,36403,35282,Low,0
2577,Apr,Operations,9,30055,81,22,5,30,3776,2420,35282,38426,High,1
2578,Aug,HR,1,34055,96,26,2,22,4807,1968,38426,42204,Low,0
2579,May,IT,15,27796,99,21,1,19,6589,1733,42204,36701,Low,0
2580,Nov,Finance,9,32858,99,22,1,34,414,1172,36701,40460,Low,0
2581,Feb,HR,14,45734,91,20,2,32,5622,2530,40460,57384,Low,0
2582,Mar,Finance,8,49819,97,20,1,14,5158,2098,57384,56931,Low,0
2583,Jul,HR,13,35135,85,26,4,40,2108,2719,56931,44757,Medium,1
2584,Jul,IT,4,28182,100,23,0,1,6759,616,44757,34080,Low,0
2585,Jun,Finance,4,41364,82,21,4,13,1885,2709,34080,43269,High,1
2586,Aug,HR,13,36214,87,23,3,24,7150,915,43269,48844,Medium,0
2587,Jul,Operations,10,32548,83,25,5,30,2924,1706,48844,41839,High,0
2588,Feb,Finance,5,28527,80,21,5,1,2578,2872,41839,28075,High,1
2589,Dec,HR,1,35349,93,20,2,9,308,2647,28075,35815,Low,0
2590,Sep,Finance,0,43042,80,23,5,29,5587,2812,35815,53677,High,1
2591,Nov,HR,3,43578,100,24,0,15,2931,2515,53677,48246,Low,0
